country,book,question_number,question_id,criteria_short,parent_book,scale,n_chapters_total,n_chapters_committed,all_other_unsure,mode_answer,mode_position,tie_broken,median_position,median_answer,mean_position,peak_position,peak_answer,end_answer,end_position
China,A View from the Stars | The Dark Forest Theory,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Dark Forest Theory,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Dark Forest Theory,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,9,q9,genre of the book,A View from the Stars,nominal,1,1,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The Messenger,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,9,q9,genre of the book,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,7,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | The World in Fifty Years,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,9,q9,genre of the book,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,7,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Thirty Years of Making Magic Out of Ordinariness,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,9,q9,genre of the book,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,7,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Time Enough for Love,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,9,q9,genre of the book,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,7,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Were Sci-Fi Fans,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,1,q1,is space something to be contested,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,2,q2,can you inhabit and hold territory in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,3,q3,how long is journey / how  far from earth,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,4,q4,how culturally different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,5,q5,do you speak same language on earth vs space ?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,6,q6,is it hostile / hard to survive (bc of natural conditions),A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,7,q7,how common is it for humans to live in space,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,8,q8,are there different countries in space? Or just one?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,9,q9,genre of the book,A View from the Stars,nominal,1,1,FALSE,Thriller / Horror / Survival,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,10,q10,is space a military or civilian domain / is the book military or civilian?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,11,q11,Is space characterized like another military domain?,A View from the Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,A View from the Stars | Whale Song,12,q12,how physically different is space from earth?,A View from the Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | A History of Future Illnesses,1,q1,is space something to be contested,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | A History of Future Illnesses,2,q2,can you inhabit and hold territory in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | A History of Future Illnesses,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | A History of Future Illnesses,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
